period_type,date,item_key,product_name,component,matched,match_method,match_score,item_code,sprav_name,weight,index_used,item_mom_pp,headline_contribution_pp
month_end_bridge,2026-07-06,109,"Метамизол натрия (Анальгин отечественный), 10 таблеток",nonfood,True,exact,1.0,370,"Метамизол натрия (Анальгин отечественный), 500 мг, 10 таблеток",0.00036,102.23143130379344,2.2314313037934426,0.0008033152693656394
month_end_bridge,2026-07-06,11,"Масло подсолнечное, л",food,True,exact,1.0,359,"Масло подсолнечное, кг",0.00543,100.24356297842729,0.2435629784272919,0.0013225469728601951
month_end_bridge,2026-07-06,110,"Пенталгин, 24 таблетки",nonfood,True,exact,1.0,1099,"Пенталгин, 24 таблетки",0.00035,98.70713339151234,-1.2928666084876568,-0.00045250331297067985
month_end_bridge,2026-07-06,111,"Нимесулид, 10 таблеток",nonfood,True,exact,1.0,406,"Нимесулид, 100 мг, 10 таблеток",0.0004,98.7208658754074,-1.279134124592602,-0.0005116536498370408
month_end_bridge,2026-07-06,112,"Трекрезан, 10 таблеток",nonfood,True,exact,1.0,1102,"Трекрезан, 10 таблеток",0.00032,100.0,0.0,0.0
month_end_bridge,2026-07-06,113,"Активированный уголь, 10 таблеток",nonfood,True,exact,1.0,851,"Активированный уголь, 250 мг, 10 таблеток",0.00032,100.0,0.0,0.0
month_end_bridge,2026-07-06,114,"Лизобакт, 10 таблеток",nonfood,True,exact,1.0,1096,"Лизобакт, 10 таблеток",0.00034,100.0,0.0,0.0
month_end_bridge,2026-07-06,12,"Маргарин, кг",food,True,exact,1.0,357,"Маргарин, кг",0.0008,100.0,0.0,0.0
month_end_bridge,2026-07-06,13,"Молоко питьевое цельное пастеризованное 2,5-3,2% жирности, л",food,True,exact,1.0,378,"Молоко питьевое цельное пастеризованное 2,5-3,2% жирности, л",0.00302,102.48087431693989,2.4808743169398895,0.007492240437158466
month_end_bridge,2026-07-06,14,"Молоко питьевое цельное ультрапастеризованное 2,5-3,2% жирности, л",food,True,fuzzy,0.9491525423728814,378,"Молоко питьевое цельное пастеризованное 2,5-3,2% жирности, л",0.00302,100.0,0.0,0.0
month_end_bridge,2026-07-06,15,"Сметана, кг",food,True,exact,1.0,588,"Сметана, кг",0.00748,100.57134340222575,0.5713434022257502,0.004273648648648611
month_end_bridge,2026-07-06,16,"Творог, кг",food,True,exact,1.0,1049,"Творог, кг",0.00591,100.09268914378404,0.09268914378404247,0.0005477928397636911
month_end_bridge,2026-07-06,17,"Смеси сухие молочные для детского питания, кг",food,True,exact,1.0,587,"Смеси сухие молочные для детского питания, кг",0.00077,100.71675902983502,0.7167590298350177,0.0005519044529729636
month_end_bridge,2026-07-06,18,"Сыры твердые, полутвердые и мягкие, кг",food,True,exact,1.0,621,"Сыры твердые, полутвердые и мягкие, кг",0.00514,100.0,0.0,0.0
month_end_bridge,2026-07-06,19,"Консервы овощные для детского питания, кг",food,True,exact,1.0,288,"Консервы овощные для детского питания, кг",8e-05,100.65841584158417,0.6584158415841728,5.2673267326733824e-05
month_end_bridge,2026-07-06,2,"Свинина (кроме бескостного мяса), кг",food,True,exact,1.0,577,"Свинина (кроме бескостного мяса), кг",0.00481,99.37088298423507,-0.6291170157649333,-0.0030260528458293293
month_end_bridge,2026-07-06,20,"Консервы фруктово-ягодные для детского питания, кг",food,True,exact,1.0,294,"Консервы фруктово-ягодные для детского питания, кг",9e-05,102.14470927762558,2.14470927762558,0.00019302383498630223
month_end_bridge,2026-07-06,21,"Яйца куриные, 10 шт.",food,True,exact,1.0,754,"Яйца куриные, 10 шт.",0.00543,92.42073751530822,-7.579262484691782,-0.041155395291876375
month_end_bridge,2026-07-06,22,"Сахар-песок, кг",food,True,exact,1.0,572,"Сахар-песок, кг",0.00532,100.56580897211371,0.5658089721137145,0.0030101037316449613
month_end_bridge,2026-07-06,23,"Печенье, кг",food,True,exact,1.0,470,"Печенье, кг",0.00549,102.50366134318992,2.5036613431899184,0.013745100774112652
