Date,Horizon,Model,Actual,Prediction,Error,AbsError,KPI_Hit
2024-03-01,12,CatBoost,0.5300000000000011,0.5892773837160803,-0.05927738371607916,0.05927738371607916,True
2024-03-01,12,Subcomp,0.5300000000000011,,,,
2024-03-01,12,Subcomp_Multi,0.5300000000000011,,,,
2024-03-01,12,Micro,0.5300000000000011,,,,
2024-04-01,1,Ridge,0.37999999999999545,0.6183287325077345,-0.238328732507739,0.238328732507739,True
2024-04-01,1,Ridge_Ext,0.37999999999999545,,,,
2024-04-01,1,Bayes_Ridge,0.37999999999999545,,,,
2024-04-01,1,ElasticNet,0.37999999999999545,,,,
2024-04-01,1,Huber,0.37999999999999545,,,,
2024-04-01,1,Ridge_Shock,0.37999999999999545,,,,
2024-04-01,1,EBM,0.37999999999999545,0.8308333333333309,-0.4508333333333354,0.4508333333333354,True
2024-04-01,1,LightGBM,0.37999999999999545,0.48626019388902364,-0.10626019388902819,0.10626019388902819,True
2024-04-01,1,Prophet,0.37999999999999545,0.7012055678102735,-0.3212055678102781,0.3212055678102781,True
2024-04-01,1,ETS,0.37999999999999545,0.7333706894252692,-0.3533706894252737,0.3533706894252737,True
2024-04-01,1,SARIMA,0.37999999999999545,0.43593877858695246,-0.055938778586957005,0.055938778586957005,True
2024-04-01,1,NGBoost,0.37999999999999545,0.5699463792065842,-0.18994637920658874,0.18994637920658874,True
2024-04-01,1,CatBoost,0.37999999999999545,0.37250024393732417,0.007499756062671281,0.007499756062671281,True
2024-04-01,1,Subcomp,0.37999999999999545,,,,
2024-04-01,1,Subcomp_Multi,0.37999999999999545,,,,
2024-04-01,1,Micro,0.37999999999999545,,,,
2024-04-01,2,Ridge,0.37999999999999545,0.7031420642673538,-0.32314206426735836,0.32314206426735836,True
2024-04-01,2,Ridge_Ext,0.37999999999999545,,,,
2024-04-01,2,Bayes_Ridge,0.37999999999999545,,,,
2024-04-01,2,ElasticNet,0.37999999999999545,,,,
2024-04-01,2,Huber,0.37999999999999545,,,,
2024-04-01,2,Ridge_Shock,0.37999999999999545,,,,
2024-04-01,2,EBM,0.37999999999999545,0.8308333333333309,-0.4508333333333354,0.4508333333333354,True
2024-04-01,2,LightGBM,0.37999999999999545,0.42780039599892916,-0.04780039599893371,0.04780039599893371,True
2024-04-01,2,Prophet,0.37999999999999545,0.6831891641712864,-0.30318916417129094,0.30318916417129094,True
2024-04-01,2,ETS,0.37999999999999545,0.8423993343611634,-0.462399334361168,0.462399334361168,True
2024-04-01,2,SARIMA,0.37999999999999545,0.34130577001780155,0.038694229982193906,0.038694229982193906,True
2024-04-01,2,NGBoost,0.37999999999999545,0.703905264820321,-0.32390526482032556,0.32390526482032556,True
